FID_WDPA_O,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG_ENG,DESIG_TYPE,IUCN,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,SCAPENAME,PROGRAM,COUNTRY,Region,sq_km
16963,95320,95320,Mamirau├í,Mamirau├í,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vii)(viii),Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,2
56535,220296,220296,Central Amazon Conservation Complex,Complexe de conservation de lÔÇÖAmazonie centrale,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,2
81065,352310,352310,Cuiu-Cuiu,Cuiu-Cuiu,Indigenous Area,National,Not Reported,Not Applicable,Designated,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,2
56535,220296,220296,Central Amazon Conservation Complex,Complexe de conservation de lÔÇÖAmazonie centrale,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,18
80788,351832,351832,Reserva Extrativista Do Rio Unini,Reserva Extrativista Do Rio Unini,Extractive Reserve,National,VI,Not Applicable,Designated,2006,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,18
80926,352134,352134,Reserva De Desenvolvimento Sustent├ível Aman├ú,Reserva De Desenvolvimento Sustent├ível Aman├ú,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1998,Sub-national ministry or agency,Not Reported,Secretaria de Estado do Meio Ambiente do Amazonas,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,18
56535,220296,220296,Central Amazon Conservation Complex,Complexe de conservation de lÔÇÖAmazonie centrale,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,3
80926,352134,352134,Reserva De Desenvolvimento Sustent├ível Aman├ú,Reserva De Desenvolvimento Sustent├ível Aman├ú,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1998,Sub-national ministry or agency,Not Reported,Secretaria de Estado do Meio Ambiente do Amazonas,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,3
81065,352310,352310,Cuiu-Cuiu,Cuiu-Cuiu,Indigenous Area,National,Not Reported,Not Applicable,Designated,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,3
80712,351755,351755,Floresta Nacional De Santa Rosa Do Purus,Floresta Nacional De Santa Rosa Do Purus,Forest,National,VI,Not Applicable,Designated,2001,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AC,BRA,BRA,Not Applicable,Not Applicable,,,,,0
81030,352273,352273,Jaminaua/Envira,Jaminaua/Envira,Indigenous Area,National,Not Reported,Not Applicable,Designated,2003,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA,Not Applicable,Not Applicable,,,,,0
81035,352278,352278,Riozinho do Alto Envira,Riozinho do Alto Envira,Indigenous Area,National,Not Reported,Not Applicable,Designated,2007,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA,Not Applicable,Not Applicable,,,,,0
81015,352258,352258,Alto Rio Negro,Alto Rio Negro,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,0
81016,352259,352259,M├®dio Rio Negro I,M├®dio Rio Negro I,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,0
81036,352279,352279,Rio Apaporis,Rio Apaporis,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,0
36,53,53,Parque Nacional Do Ja├║,Parque Nacional Do Ja├║,Park,National,II,Not Applicable,Designated,1980,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,0
56535,220296,220296,Central Amazon Conservation Complex,Complexe de conservation de lÔÇÖAmazonie centrale,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,0
80788,351832,351832,Reserva Extrativista Do Rio Unini,Reserva Extrativista Do Rio Unini,Extractive Reserve,National,VI,Not Applicable,Designated,2006,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,0
80926,352134,352134,Reserva De Desenvolvimento Sustent├ível Aman├ú,Reserva De Desenvolvimento Sustent├ível Aman├ú,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1998,Sub-national ministry or agency,Not Reported,Secretaria de Estado do Meio Ambiente do Amazonas,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,0
37,54,54,Parque Nacional Do Pico Da Neblina,Parque Nacional Do Pico Da Neblina,Park,National,II,Not Applicable,Designated,1979,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,26
1908,4367,4367,Serran├¡a La Neblina,Serran├¡a La Neblina,National Park (PN),National,II,Not Applicable,Designated,1978,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,26
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,26
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,26
1131,2037,2037,Parque Nacional Pil├│n-Lajas,Parque Nacional Pil├│n-Lajas,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1977,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,649,BO-L;BO-B,BOL,BOL,Not Applicable,Not Applicable,,,,,0
6732,20011,20011,Pil├│n Lajas,Pil├│n Lajas,Biosphere Reserve and Indigenous Territory,National,Not Reported,Not Applicable,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,,,,,0
57970,303894,303894,Madidi,Madidi,Natural Integrated Management Area,National,Not Reported,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,,,,,0
57974,303898,303898,Pil├│n Lajas,Pil├│n Lajas,Indigenous Territory,National,Not Reported,Not Applicable,Designated,1992,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,828,BO-L;BO-B,BOL,BOL,Not Applicable,Not Applicable,,,,,0
1908,4367,4367,Serran├¡a La Neblina,Serran├¡a La Neblina,National Park (PN),National,II,Not Applicable,Designated,1978,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,0
8927,30026,30026,Par├¡ma - Tapirapeco,Par├¡ma - Tapirapeco,National Park (PN),National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,0
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,0
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,0
1908,4367,4367,Serran├¡a La Neblina,Serran├¡a La Neblina,National Park (PN),National,II,Not Applicable,Designated,1978,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,120
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,120
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,120
17221,101142,101142,Sierra Untur├ín,Sierra Untur├ín,Natural Monument (MN),National,III,Not Applicable,Designated,1990,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,120
8927,30026,30026,Par├¡ma - Tapirapeco,Par├¡ma - Tapirapeco,National Park (PN),National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,29
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,29
9408,31759,31759,Floresta Nacional Do Amazonas,Floresta Nacional Do Amazonas,Forest,National,VI,Not Applicable,Designated,1989,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,29
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,29
8927,30026,30026,Par├¡ma - Tapirapeco,Par├¡ma - Tapirapeco,National Park (PN),National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,1
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,1
9674,33521,33521,Parque Estadual Serra Do Arac├í,Parque Estadual Serra Do Arac├í,Park,National,II,Not Applicable,Designated,1990,Sub-national ministry or agency,Not Reported,Secretaria de Estado do Meio Ambiente do Amazonas,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,,,,,1
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,1
8927,30026,30026,Par├¡ma - Tapirapeco,Par├¡ma - Tapirapeco,National Park (PN),National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,740
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,740
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,740
17221,101142,101142,Sierra Untur├ín,Sierra Untur├ín,Natural Monument (MN),National,III,Not Applicable,Designated,1990,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,740
8927,30026,30026,Par├¡ma - Tapirapeco,Par├¡ma - Tapirapeco,National Park (PN),National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,18
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,18
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,18
17224,101145,101145,Cerro Vinilla y Cerro Aratitiyope,Cerro Vinilla y Cerro Aratitiyope,Natural Monument (MN),National,III,Not Applicable,Designated,1990,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,18
8927,30026,30026,Par├¡ma - Tapirapeco,Par├¡ma - Tapirapeco,National Park (PN),National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,1297
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,1297
11809,61416,61416,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,1297
17228,101149,101149,Cerro Tamacuari y Serran├¡a Tapirapec├│,Cerro Tamacuari y Serran├¡a Tapirapec├│,Natural Monument (MN),National,III,Not Applicable,Designated,1990,Federal or national ministry or agency,State,Instituto Nacional de Parques (INPARQUES),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,1297
8930,30029,30029,Alto Orinoco - Casiquiare,Alto Orinoco - Casiquiare,Biosphere Reserve (RB),National,VI,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Ministerio del Poder Popular para el Ecosocialismo (MINEC),No,State Verified,1981,VEN-AM,VEN,VEN,Not Applicable,Not Applicable,,,,,12
