FID_WDPA_O,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,FID_strong,FID_stro_1,OBJECTID,SCAPENAME,PROGRAM,COUNTRY,TYPE,WCS_SH,Reason,CONTINENT,sq_km
16963,95320,95320,1,Mamirau├í,Mamirau├í,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vii)(viii),Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,7
80926,352134,352134,1,Reserva De Desenvolvimento Sustent├ível Aman├ú,Reserva De Desenvolvimento Sustent├ível Aman├ú,Reserva de Desenvolvimento Sustent├ível,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1998,Sub-national ministry or agency,Not Reported,Secretaria de Estado do Meio Ambiente do Amazonas,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,7
16963,95320,95320,1,Mamirau├í,Mamirau├í,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vii)(viii),Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,2
81070,352316,352316,1,Esp├¡rito Santo,Esp├¡rito Santo,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,2
16963,95320,95320,1,Mamirau├í,Mamirau├í,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vii)(viii),Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,3
81071,352317,352317,1,Acapuri de Cima,Acapuri de Cima,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,3
17055,98182,98182,1,Cotapata,Cotapata,Parque Nacional y Area Natural de Manejo Integrado,National Park and Integrated Management Natural Area,National,Not Reported,Not Applicable,Designated,1993,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,613
57971,303895,303895,1,Cotapata,Cotapata,Integrated Management Natural Area,Integrated Management Natural Area,National,IV,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,828,BO-L,BOL,BOL,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,613
17056,98183,98183,1,Madidi,Madidi,Parque Nacional,National Park,National,Not Reported,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,63
20757,127825,127825,1,Bahuaja - Sonene,Bahuaja Sonene,Parque Nacional,National Park,National,II,Not Applicable,Designated,1996,Government-delegated management,State,Servicio Nacional de ├üreas Naturales Protegidas por el estado (SERNANP),http://sis.sernanp.gob.pe/biblioteca/?publicacion=1081,State Verified,1811,PE-PUN,PER,PER,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,63
17056,98183,98183,1,Madidi,Madidi,Parque Nacional,National Park,National,Not Reported,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
57969,303893,303893,1,Apolobamba,Apolobamba,Area Natural de Manejo Integado Nacional,National Natural Integrated Management Area,National,Not Reported,Not Applicable,Designated,1972,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
17056,98183,98183,1,Madidi,Madidi,Parque Nacional,National Park,National,Not Reported,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
57970,303894,303894,1,Madidi,Madidi,├ürea Natural de Manejo Integrado,Natural Integrated Management Area,National,Not Reported,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1860,BO-L,BOL,BOL,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
17166,100767,100767,1,De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano,De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Not Applicable,Designated,1980,Federal or national ministry or agency,Not Reported,Ministerio de Ambiente y Desarrollo Sostenible,Not Reported,State Verified,1861,CO-VAC,COL,COL,Not Applicable,Not Applicable,134,18,22,,,Panam├í y Colombia,AAO,1,,South America,0
17166,100767,100767,1,De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano,De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Not Applicable,Designated,1980,Federal or national ministry or agency,Not Reported,Ministerio de Ambiente y Desarrollo Sostenible,Not Reported,State Verified,1861,CO-VAC,COL,COL,Not Applicable,Not Applicable,135,21,30,,,Colombia y Ecuador,AAO,0,,South America,0
19189,115417,115417,1,Campinas/Katukina,Campinas/Katukina,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,26
80674,351713,351713,1,Reserva Extrativista Riozinho Da Liberdade,Reserva Extrativista Riozinho Da Liberdade,Reserva Extrativista,Extractive Reserve,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AC,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,26
19211,115512,115512,1,Alto Sepatini,Alto Sepatini,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19254,115584,115584,1,Tumi├ú,Tumi├ú,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19212,115513,115513,1,Apurin├ú do Igarap├® S├úo Jo├úo,Apurin├ú do Igarap├® S├úo Jo├úo,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2009,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19213,115514,115514,1,Apurin├ú Igarap├® Tauamirim,Apurin├ú Igarap├® Tauamirim,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19221,115524,115524,1,Catipari/Mamoria,Catipari/Mamoria,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
81032,352275,352275,1,├ügua Preta/Inari,├ügua Preta/Inari,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19221,115524,115524,1,Catipari/Mamoria,Catipari/Mamoria,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
81033,352276,352276,1,Camadeni,Camadeni,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19221,115524,115524,1,Catipari/Mamoria,Catipari/Mamoria,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
81102,352349,352349,1,Mamori├í,Mamori├í,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Proposed,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
19222,115526,115526,1,Cunh├ú-Sapucaia,Cunh├ú-Sapucaia,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2010,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
81098,352345,352345,1,Arary,Arary,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2009,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19225,115532,115532,1,Igarap├® Capana,Igarap├® Capana,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
80790,351834,351834,1,Reserva Extrativista Arapixi,Reserva Extrativista Arapixi,Reserva Extrativista,Extractive Reserve,National,VI,Not Applicable,Designated,2006,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
19225,115532,115532,1,Igarap├® Capana,Igarap├® Capana,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,4
81064,352309,352309,1,Caiapuc├í,Caiapuc├í,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Proposed,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,4
19227,115535,115535,1,Jarawara/Jamamadi/Kanamati,Jarawara/Jamamadi/Kanamati,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
81099,352346,352346,1,Hi Merim├ú,Hi Merim├ú,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2008,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19228,115536,115536,1,Juma,Juma,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
80776,351820,351820,1,Floresta Nacional De Balata-Tufari,Floresta Nacional De Balata-Tufari,Floresta,Forest,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,1
19247,115568,115568,1,Paumari do Lago Paric├í,Paumari do Lago Paric├í,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19249,115570,115570,1,Paumari do Cuniua,Paumari do Cuniua,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19250,115571,115571,1,Peneri/Tacaquiri,Peneri/Tacaquiri,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2000,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
81059,352304,352304,1,Garaperi/Lago da Vitoria,Garaperi/Lago da Vitoria,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Proposed,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
19253,115579,115579,1,Sepoti,Sepoti,Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2009,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
81107,352354,352354,1,Tenharim Marmelos (Gleba B),Tenharim Marmelos (Gleba B),Terra Ind├¡gena,Indigenous Area,National,Not Reported,Not Applicable,Designated,2007,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,0
27083,145518,145518,1,Salar de Surire,Salar de Surire,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),Designated,1996,Collaborative governance,Not Reported,La Corporaci├│n Nacional Forestal (CONAF)/Privados,Management plan is not implented but is available,State Verified,1808,CL-AP,CHL,CHL,Not Applicable,Not Applicable,144,25,38,,,Bolivia,AAO,0,,South America,0
27083,145518,145518,1,Salar de Surire,Salar de Surire,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv),Designated,1996,Collaborative governance,Not Reported,La Corporaci├│n Nacional Forestal (CONAF)/Privados,Management plan is not implented but is available,State Verified,1808,CL-AP,CHL,CHL,Not Applicable,Not Applicable,145,117,0,,,,,0,,South America,0
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lÔÇÖAmazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,481
80788,351832,351832,1,Reserva Extrativista Do Rio Unini,Reserva Extrativista Do Rio Unini,Reserva Extrativista,Extractive Reserve,National,VI,Not Applicable,Designated,2006,Federal or national ministry or agency,Not Reported,Instituto Chico Mendes de Conserva├º├úo da Biodiversidade,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,481
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lÔÇÖAmazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,21287
80926,352134,352134,1,Reserva De Desenvolvimento Sustent├ível Aman├ú,Reserva De Desenvolvimento Sustent├ível Aman├ú,Reserva de Desenvolvimento Sustent├ível,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1998,Sub-national ministry or agency,Not Reported,Secretaria de Estado do Meio Ambiente do Amazonas,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,21287
56535,220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de lÔÇÖAmazonie centrale,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,56
80936,352144,352144,1,├ürea De Prote├º├úo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi├í-Apuauzinho,├ürea De Prote├º├úo Ambiental Margem Esquerda Do Rio Negro-Setor Aturi├í-Apuauzinho,├ürea de Prote├º├úo Ambiental,Environmental Protection Area,National,V,Not Applicable,Designated,1995,Sub-national ministry or agency,Not Reported,Secretaria de Estado do Meio Ambiente do Amazonas,Not Reported,State Verified,1802,BR-AM,BRA,BRA,Not Applicable,Not Applicable,111,114,0,,,,,0,,South America,56
